Пучок;Количество траекторий;ВПП;Аномалии;Риски по критериям;Индекс нагрузки W;Уровень риска
94;1;н/д;0;0;"=""2.7""";н/д
95;1;н/д;0;0;"=""6.4""";н/д
96;1;н/д;0;0;"=""6.4""";н/д
97;1;н/д;0;0;"=""4.0""";н/д
98;19;SBA;1;33;"=""95.6""";high
99;6;10L;0;11;"=""33.0""";high
100;1;н/д;0;0;"=""4.8""";н/д
101;1;н/д;0;0;"=""4.9""";н/д
102;1;н/д;0;0;"=""2.9""";н/д
103;1;н/д;0;0;"=""4.1""";н/д
104;1;н/д;0;0;"=""3.9""";н/д
105;1;н/д;0;0;"=""3.9""";н/д
106;1;н/д;0;0;"=""4.9""";н/д
107;1;н/д;0;0;"=""4.3""";н/д
108;1;н/д;0;0;"=""3.6""";н/д
109;1;н/д;0;0;"=""2.7""";н/д
110;3;19L;1;8;"=""18.1""";high
111;1;н/д;0;0;"=""2.9""";н/д
112;1;н/д;0;0;"=""2.8""";н/д
113;1;30L;0;0;"=""3.9""";н/д
114;1;н/д;0;0;"=""7.0""";н/д
115;4;PHNL;0;5;"=""13.6""";high
116;1;н/д;0;0;"=""3.7""";н/д
117;1;н/д;0;0;"=""4.7""";н/д
118;1;н/д;0;0;"=""8.1""";н/д
119;1;RNO;0;0;"=""9.4""";н/д
120;1;н/д;0;0;"=""2.7""";н/д
121;1;н/д;0;0;"=""2.5""";н/д
122;1;н/д;0;0;"=""3.8""";н/д
123;1;н/д;0;0;"=""4.1""";н/д
124;1;н/д;0;0;"=""4.7""";н/д
125;4;IAD;0;11;"=""23.8""";high
126;1;н/д;0;0;"=""4.8""";н/д
127;1;н/д;0;0;"=""3.6""";н/д
128;1;н/д;0;0;"=""4.8""";н/д
129;1;н/д;0;0;"=""4.8""";н/д
130;1;RNO;0;0;"=""8.2""";н/д
131;1;н/д;0;0;"=""2.7""";н/д
132;1;н/д;0;0;"=""5.7""";н/д
133;1;н/д;0;0;"=""4.5""";н/д
134;1;н/д;0;0;"=""6.1""";н/д
135;1;н/д;0;0;"=""3.0""";н/д
136;1;н/д;0;0;"=""4.8""";н/д
137;1;ORD;0;0;"=""9.1""";н/д
138;1;н/д;0;0;"=""4.0""";н/д
139;1;10R;0;0;"=""7.0""";н/д
140;1;н/д;0;0;"=""3.9""";н/д
141;4;SMF;0;8;"=""23.5""";high
142;1;н/д;0;0;"=""4.0""";н/д
143;1;PSP;0;0;"=""8.0""";н/д
144;1;н/д;0;0;"=""5.9""";н/д
145;3;11;1;9;"=""15.9""";high
146;1;н/д;0;0;"=""5.8""";н/д
147;1;12R;0;0;"=""4.6""";н/д
148;1;MDW;0;0;"=""4.7""";н/д
149;4;н/д;0;11;"=""19.3""";high
150;1;н/д;0;0;"=""2.7""";н/д
151;8;LAX;0;17;"=""90.0""";high
152;2;н/д;1;4;"=""8.8""";high
153;5;09R;1;13;"=""26.3""";high
154;4;12L;0;6;"=""17.5""";high
155;1;н/д;0;0;"=""3.9""";н/д
156;6;12L;0;18;"=""25.2""";high
157;1;н/д;0;0;"=""3.9""";н/д
158;1;н/д;0;0;"=""4.0""";н/д
159;3;н/д;1;3;"=""8.4""";high
160;3;н/д;1;3;"=""7.2""";high
161;1;н/д;0;0;"=""2.7""";н/д
162;1;н/д;0;0;"=""4.0""";н/д
163;1;н/д;0;0;"=""6.3""";н/д
164;1;н/д;0;0;"=""3.0""";н/д
165;1;н/д;0;0;"=""4.4""";н/д
166;1;н/д;0;0;"=""6.7""";н/д
167;1;н/д;0;0;"=""4.0""";н/д
168;1;н/д;0;0;"=""2.8""";н/д
169;1;н/д;0;0;"=""4.0""";н/д
170;1;н/д;0;0;"=""7.4""";н/д
171;1;н/д;0;0;"=""6.2""";н/д
172;1;н/д;0;0;"=""4.0""";н/д
173;1;н/д;0;0;"=""4.1""";н/д
174;1;н/д;0;0;"=""2.8""";н/д
175;1;н/д;0;0;"=""3.9""";н/д
176;1;н/д;0;0;"=""2.9""";н/д
177;1;н/д;0;0;"=""5.9""";н/д
178;2;PHX;1;5;"=""13.2""";high
179;1;н/д;0;0;"=""3.0""";н/д
180;1;н/д;0;0;"=""5.2""";н/д
181;1;н/д;0;0;"=""3.8""";н/д
182;1;н/д;0;0;"=""6.0""";н/д
183;1;н/д;0;0;"=""2.7""";н/д
184;1;н/д;0;0;"=""4.3""";н/д
185;1;н/д;0;0;"=""4.9""";н/д
186;1;н/д;0;0;"=""4.6""";н/д
187;1;н/д;0;0;"=""4.1""";н/д
188;1;н/д;0;0;"=""2.6""";н/д
189;1;н/д;0;0;"=""3.8""";н/д
190;1;н/д;0;0;"=""3.8""";н/д
191;1;н/д;0;0;"=""5.7""";н/д
192;4;SMF;0;6;"=""16.5""";high
193;1;н/д;0;0;"=""3.7""";н/д
194;2;YYZ;1;6;"=""14.5""";high
195;1;н/д;0;0;"=""3.9""";н/д
196;1;н/д;0;0;"=""6.2""";н/д
197;1;н/д;0;0;"=""4.1""";н/д
198;1;н/д;0;0;"=""2.9""";н/д
199;1;н/д;0;0;"=""5.5""";н/д
200;1;н/д;0;0;"=""3.8""";н/д
201;1;н/д;0;0;"=""3.1""";н/д
202;1;н/д;0;0;"=""5.8""";н/д
